Sun Nov  7 13:35:14 2021 L'Arduino ha segnalato questo errore: |    |
Sun Nov  7 13:35:14 2021 L'Arduino ha segnalato questo errore: |er  |
Sun Nov  7 19:53:24 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:24 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:24 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:25 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:26 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:27 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:28 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:29 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:30 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:31 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:32 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:33 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:33 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:33 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:33 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:34 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:34 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:34 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:34 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:34 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:35 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:36 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:37 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:38 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:38 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:38 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:38 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:38 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:39 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:40 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:40 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:46 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:46 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:46 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:46 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:46 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:47 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:47 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:47 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:47 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:47 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:48 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:48 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:48 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:48 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:49 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:49 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:49 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:49 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:49 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:50 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:50 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:50 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:50 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:50 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:51 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:51 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:51 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:51 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:51 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:52 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:52 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:52 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:52 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:52 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:53 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:53 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:53 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:53 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:53 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:54 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:54 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:54 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:54 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:55 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:55 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:55 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:55 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:55 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:56 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:56 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:56 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:56 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:56 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:57 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:57 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:57 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:57 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:57 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:58 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:58 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:58 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:58 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:58 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:59 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:59 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:59 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:59 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:53:59 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:00 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:01 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:02 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:03 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:04 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:05 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:06 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:07 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:08 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:09 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:10 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:11 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:12 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:13 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:14 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:15 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:16 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:17 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:18 2021 Error sending message, retrying. Cause: Remote I/O error
Sun Nov  7 19:54:18 2021 Error sending message, retrying. Cause: Remote I/O error
